企业代号,销方单位代号,销方单位代号
E17,A00903,4
E17,A01770,4
E17,A01891,4
E17,A02001,4
E17,A02281,4
E17,A02658,4
E17,A03325,4
E17,A03640,4
E17,A03917,4
E17,A04925,4
E17,A06275,4
E17,A06568,4
E17,A06696,4
E17,A06790,4
E17,A07116,4
E17,A07157,4
E17,A07205,4
E17,A07212,4
E17,A07419,4
E17,A07659,4
E17,A07978,4
E17,A08439,4
E17,A08653,4
E17,A08761,4
E17,A09173,4
E17,A09200,4
E17,A09364,4
E17,A09487,4
E17,A10133,4
E17,A11132,4
E17,A11535,4
E17,A12280,4
E17,A13686,4
E17,A00081,3
E17,A00082,3
E17,A00083,3
E17,A00144,3
E17,A00609,3
E17,A01330,3
E17,A01419,3
E17,A01926,3
E17,A01929,3
E17,A02009,3
E17,A02015,3
E17,A02037,3
E17,A02046,3
E17,A02295,3
E17,A02400,3
E17,A02416,3
E17,A02515,3
E17,A02669,3
E17,A02763,3
E17,A02916,3
E17,A03040,3
E17,A03077,3
E17,A03260,3
E17,A03492,3
E17,A03700,3
E17,A03766,3
E17,A03789,3
E17,A03811,3
E17,A03944,3
E17,A04863,3
E17,A06032,3
E17,A06203,3
E17,A06231,3
E17,A06368,3
E17,A06453,3
E17,A06615,3
E17,A06749,3
E17,A06757,3
E17,A07011,3
E17,A07124,3
E17,A07348,3
E17,A07383,3
E17,A07412,3
E17,A07837,3
E17,A07869,3
E17,A07878,3
E17,A07887,3
E17,A07896,3
E17,A07929,3
E17,A08492,3
E17,A08499,3
E17,A08763,3
E17,A08801,3
E17,A08988,3
E17,A09184,3
E17,A09339,3
E17,A09800,3
E17,A09948,3
E17,A09968,3
E17,A11273,3
E17,A11394,3
E17,A12236,3
E17,A12358,3
E17,A12767,3
E17,A13018,3
E17,A13146,3
E17,A13670,3
E17,A00099,2
E17,A00192,2
E17,A00194,2
E17,A00297,2
E17,A00336,2
E17,A00447,2
E17,A00561,2
E17,A00589,2
E17,A00612,2
E17,A01339,2
E17,A01484,2
E17,A01708,2
E17,A01802,2
E17,A01807,2
E17,A01851,2
E17,A01938,2
E17,A01941,2
E17,A02003,2
E17,A02013,2
E17,A02019,2
E17,A02031,2
E17,A02054,2
E17,A02057,2
E17,A02060,2
E17,A02062,2
E17,A02073,2
E17,A02081,2
E17,A02091,2
E17,A02093,2
E17,A02103,2
E17,A02388,2
E17,A02393,2
E17,A02401,2
E17,A02412,2
E17,A02432,2
E17,A02466,2
E17,A02760,2
E17,A02816,2
E17,A02849,2
E17,A02851,2
E17,A02864,2
E17,A02925,2
E17,A02951,2
E17,A02954,2
E17,A03066,2
E17,A03177,2
E17,A03412,2
E17,A03431,2
E17,A03521,2
E17,A03622,2
E17,A03626,2
E17,A03645,2
E17,A03737,2
E17,A03795,2
E17,A03836,2
E17,A03857,2
E17,A03939,2
E17,A04011,2
E17,A04012,2
E17,A04021,2
E17,A04043,2
E17,A04105,2
E17,A04153,2
E17,A04165,2
E17,A04166,2
E17,A04410,2
E17,A04507,2
E17,A04560,2
E17,A04629,2
E17,A04947,2
E17,A05392,2
E17,A05576,2
E17,A05624,2
E17,A05625,2
E17,A05626,2
E17,A06027,2
E17,A06042,2
E17,A06091,2
E17,A06634,2
E17,A06731,2
E17,A06796,2
E17,A06848,2
E17,A06894,2
E17,A06993,2
E17,A07008,2
E17,A07191,2
E17,A07411,2
E17,A07488,2
E17,A07492,2
E17,A07571,2
E17,A07764,2
E17,A07898,2
E17,A07960,2
E17,A08045,2
E17,A08275,2
E17,A08295,2
E17,A08412,2
E17,A08498,2
E17,A08501,2
E17,A08538,2
E17,A08705,2
E17,A08973,2
E17,A08989,2
E17,A09193,2
E17,A09234,2
E17,A09277,2
E17,A09413,2
E17,A09414,2
E17,A09501,2
E17,A09927,2
E17,A09936,2
E17,A09945,2
E17,A10334,2
E17,A10596,2
E17,A10599,2
E17,A10698,2
E17,A10700,2
E17,A10741,2
E17,A10755,2
E17,A10834,2
E17,A10851,2
E17,A11070,2
E17,A11105,2
E17,A11113,2
E17,A11244,2
E17,A11411,2
E17,A11422,2
E17,A11503,2
E17,A11541,2
E17,A11591,2
E17,A11608,2
E17,A11975,2
E17,A12018,2
E17,A12244,2
E17,A12291,2
E17,A12310,2
E17,A12329,2
E17,A12398,2
E17,A12429,2
E17,A12433,2
E17,A12727,2
E17,A13212,2
E17,A13590,2
E17,A13659,2
E17,A13694,2
E17,A00071,1
E17,A00096,1
E17,A00137,1
E17,A00174,1
E17,A00181,1
E17,A00293,1
E17,A00325,1
E17,A00386,1
E17,A00412,1
E17,A00449,1
E17,A00502,1
E17,A00549,1
E17,A00553,1
E17,A00572,1
E17,A00577,1
E17,A00588,1
E17,A00591,1
E17,A00594,1
E17,A00607,1
E17,A00616,1
E17,A00682,1
E17,A00687,1
E17,A00695,1
E17,A00715,1
E17,A00735,1
E17,A00769,1
E17,A00809,1
E17,A00813,1
E17,A00891,1
E17,A00907,1
E17,A01116,1
E17,A01192,1
E17,A01245,1
E17,A01267,1
E17,A01274,1
E17,A01444,1
E17,A01479,1
E17,A01485,1
E17,A01498,1
E17,A01521,1
E17,A01550,1
E17,A01569,1
E17,A01584,1
E17,A01613,1
E17,A01632,1
E17,A01670,1
E17,A01699,1
E17,A01702,1
E17,A01706,1
E17,A01718,1
E17,A01725,1
E17,A01737,1
E17,A01751,1
E17,A01752,1
E17,A01773,1
E17,A01778,1
E17,A01787,1
E17,A01795,1
E17,A01808,1
E17,A01815,1
E17,A01821,1
E17,A01839,1
E17,A01856,1
E17,A01876,1
E17,A01887,1
E17,A01889,1
E17,A01892,1
E17,A01935,1
E17,A01942,1
E17,A01973,1
E17,A02002,1
E17,A02032,1
E17,A02038,1
E17,A02043,1
E17,A02049,1
E17,A02053,1
E17,A02058,1
E17,A02059,1
E17,A02063,1
E17,A02080,1
E17,A02096,1
E17,A02101,1
E17,A02108,1
E17,A02117,1
E17,A02227,1
E17,A02247,1
E17,A02255,1
E17,A02274,1
E17,A02284,1
E17,A02300,1
E17,A02379,1
E17,A02403,1
E17,A02404,1
E17,A02431,1
E17,A02434,1
E17,A02536,1
E17,A02546,1
E17,A02549,1
E17,A02555,1
E17,A02622,1
E17,A02639,1
E17,A02660,1
E17,A02671,1
E17,A02695,1
E17,A02727,1
E17,A02761,1
E17,A02765,1
E17,A02772,1
E17,A02798,1
E17,A02810,1
E17,A02829,1
E17,A02913,1
E17,A02921,1
E17,A02948,1
E17,A02956,1
E17,A02964,1
E17,A02973,1
E17,A02980,1
E17,A02985,1
E17,A03006,1
E17,A03023,1
E17,A03044,1
E17,A03121,1
E17,A03122,1
E17,A03156,1
E17,A03174,1
E17,A03178,1
E17,A03232,1
E17,A03295,1
E17,A03317,1
E17,A03318,1
E17,A03396,1
E17,A03418,1
E17,A03429,1
E17,A03442,1
E17,A03451,1
E17,A03459,1
E17,A03545,1
E17,A03624,1
E17,A03641,1
E17,A03653,1
E17,A03702,1
E17,A03714,1
E17,A03716,1
E17,A03743,1
E17,A03787,1
E17,A03947,1
E17,A04003,1
E17,A04013,1
E17,A04016,1
E17,A04077,1
E17,A04235,1
E17,A04412,1
E17,A04414,1
E17,A04418,1
E17,A04420,1
E17,A04421,1
E17,A04616,1
E17,A04727,1
E17,A04908,1
E17,A04923,1
E17,A05245,1
E17,A05296,1
E17,A05394,1
E17,A05430,1
E17,A05482,1
E17,A05571,1
E17,A05574,1
E17,A05579,1
E17,A05602,1
E17,A05616,1
E17,A05628,1
E17,A05640,1
E17,A05660,1
E17,A05701,1
E17,A05770,1
E17,A05910,1
E17,A05952,1
E17,A05979,1
E17,A05980,1
E17,A06005,1
E17,A06033,1
E17,A06175,1
E17,A06374,1
E17,A06377,1
E17,A06412,1
E17,A06434,1
E17,A06479,1
E17,A06506,1
E17,A06549,1
E17,A06562,1
E17,A06594,1
E17,A06600,1
E17,A06621,1
E17,A06625,1
E17,A06666,1
E17,A06694,1
E17,A06733,1
E17,A06744,1
E17,A06772,1
E17,A06774,1
E17,A06786,1
E17,A06798,1
E17,A06820,1
E17,A06822,1
E17,A06828,1
E17,A06862,1
E17,A06881,1
E17,A06893,1
E17,A06910,1
E17,A06972,1
E17,A06990,1
E17,A07013,1
E17,A07028,1
E17,A07030,1
E17,A07047,1
E17,A07048,1
E17,A07070,1
E17,A07132,1
E17,A07207,1
E17,A07217,1
E17,A07236,1
E17,A07244,1
E17,A07254,1
E17,A07258,1
E17,A07282,1
E17,A07323,1
E17,A07408,1
E17,A07420,1
E17,A07448,1
E17,A07451,1
E17,A07470,1
E17,A07471,1
E17,A07495,1
E17,A07496,1
E17,A07531,1
E17,A07560,1
E17,A07586,1
E17,A07597,1
E17,A07599,1
E17,A07607,1
E17,A07639,1
E17,A07684,1
E17,A07691,1
E17,A07738,1
E17,A07779,1
E17,A07825,1
E17,A07854,1
E17,A07856,1
E17,A07899,1
E17,A07911,1
E17,A07918,1
E17,A07940,1
E17,A07999,1
E17,A08121,1
E17,A08128,1
E17,A08154,1
E17,A08158,1
E17,A08170,1
E17,A08195,1
E17,A08260,1
E17,A08261,1
E17,A08304,1
E17,A08321,1
E17,A08383,1
E17,A08392,1
E17,A08462,1
E17,A08477,1
E17,A08480,1
E17,A08503,1
E17,A08513,1
E17,A08515,1
E17,A08521,1
E17,A08589,1
E17,A08616,1
E17,A08631,1
E17,A08652,1
E17,A08681,1
E17,A08703,1
E17,A08713,1
E17,A08729,1
E17,A08768,1
E17,A08770,1
E17,A08777,1
E17,A08793,1
E17,A08861,1
E17,A08871,1
E17,A08900,1
E17,A08929,1
E17,A08938,1
E17,A08976,1
E17,A08994,1
E17,A08996,1
E17,A09032,1
E17,A09083,1
E17,A09088,1
E17,A09138,1
E17,A09195,1
E17,A09203,1
E17,A09272,1
E17,A09273,1
E17,A09274,1
E17,A09278,1
E17,A09285,1
E17,A09347,1
E17,A09472,1
E17,A09477,1
E17,A09512,1
E17,A09526,1
E17,A09631,1
E17,A09868,1
E17,A09887,1
E17,A09931,1
E17,A09983,1
E17,A10022,1
E17,A10036,1
E17,A10041,1
E17,A10137,1
E17,A10217,1
E17,A10276,1
E17,A10530,1
E17,A10560,1
E17,A10733,1
E17,A10737,1
E17,A10749,1
E17,A10776,1
E17,A10792,1
E17,A10813,1
E17,A10819,1
E17,A10829,1
E17,A10873,1
E17,A10905,1
E17,A10906,1
E17,A10914,1
E17,A10985,1
E17,A10991,1
E17,A11082,1
E17,A11163,1
E17,A11176,1
E17,A11205,1
E17,A11277,1
E17,A11282,1
E17,A11284,1
E17,A11290,1
E17,A11323,1
E17,A11328,1
E17,A11341,1
E17,A11417,1
E17,A11463,1
E17,A11468,1
E17,A11497,1
E17,A11523,1
E17,A11534,1
E17,A11545,1
E17,A11561,1
E17,A11573,1
E17,A11845,1
E17,A11863,1
E17,A11959,1
E17,A11976,1
E17,A12020,1
E17,A12188,1
E17,A12224,1
E17,A12293,1
E17,A12328,1
E17,A12340,1
E17,A12342,1
E17,A12394,1
E17,A12408,1
E17,A12419,1
E17,A12443,1
E17,A12453,1
E17,A12455,1
E17,A12470,1
E17,A12520,1
E17,A12594,1
E17,A12689,1
E17,A12728,1
E17,A12795,1
E17,A12807,1
E17,A12876,1
E17,A12879,1
E17,A12889,1
E17,A12993,1
E17,A13113,1
E17,A13288,1
E17,A13420,1
E17,A13501,1
E17,A13565,1
E17,A13568,1
E17,A13571,1
E17,A13589,1
E17,A13609,1
E17,A13677,1
E17,A13691,1
E17,A13698,1
E17,A13738,1
E17,A13807,1
E18,A13116,2064
E18,A13157,327
E18,A07368,212
E18,A07242,169
E18,A06470,115
E18,A06485,104
E18,A03889,65
E18,A00370,63
E18,A13080,60
E18,A07313,57
E18,A02289,53
E18,A07908,48
E18,A12277,43
E18,A03120,42
E18,A08001,42
E18,A05891,40
E18,A03305,39
E18,A03179,37
E18,A13197,37
E18,A13557,37
E18,A04656,32
E18,A03412,30
E18,A08111,30
E18,A13733,28
E18,A13151,26
E18,A06378,25
E18,A03630,23
E18,A04014,22
E18,A06255,22
E18,A06713,22
E18,A02284,20
E18,A02300,19
E18,A06637,19
E18,A07712,19
E18,A07733,19
E18,A12235,19
E18,A01714,17
E18,A01205,16
E18,A06204,16
E18,A12310,16
E18,A09920,15
E18,A02282,14
E18,A02994,14
E18,A03195,14
E18,A06930,13
E18,A11163,13
E18,A02526,12
E18,A06372,12
E18,A07829,12
E18,A09525,12
E18,A12296,12
E18,A13655,12
E18,A13796,12
E18,A03310,11
E18,A03325,11
E18,A05083,11
E18,A06928,11
E18,A08148,11
E18,A09021,11
E18,A09198,11
E18,A12213,11
E18,A12807,11
E18,A02525,10
E18,A06330,10
E18,A07445,10
E18,A07511,10
E18,A07555,10
E18,A07970,10
E18,A08551,10
E18,A09013,10
E18,A09269,10
E18,A09282,10
E18,A01319,9
E18,A02939,9
E18,A02989,9
E18,A07789,9
E18,A09204,9
E18,A12218,9
E18,A12304,9
E18,A12309,9
E18,A00386,8
E18,A01684,8
E18,A02706,8
E18,A03317,8
E18,A03598,8
E18,A03805,8
E18,A06844,8
E18,A07109,8
E18,A07226,8
E18,A08257,8
E18,A08973,8
E18,A02382,7
E18,A02669,7
E18,A03117,7
E18,A03679,7
E18,A06453,7
E18,A06566,7
E18,A06740,7
E18,A08095,7
E18,A09103,7
E18,A09218,7
E18,A09477,7
E18,A10960,7
E18,A13115,7
E18,A00200,6
E18,A00309,6
E18,A02691,6
E18,A02717,6
E18,A02746,6
E18,A02871,6
E18,A02955,6
E18,A02985,6
E18,A03147,6
E18,A06431,6
E18,A06451,6
E18,A07012,6
E18,A07188,6
E18,A09483,6
E18,A09516,6
E18,A10137,6
E18,A10533,6
E18,A12290,6
E18,A12308,6
E18,A12353,6
E18,A12791,6
E18,A13650,6
E18,A13810,6
E18,A13828,6
E18,A00327,5
E18,A00569,5
E18,A00861,5
E18,A01515,5
E18,A01882,5
E18,A02210,5
E18,A02673,5
E18,A02925,5
E18,A03244,5
E18,A03688,5
E18,A04017,5
E18,A06730,5
E18,A07034,5
E18,A07412,5
E18,A07567,5
E18,A07652,5
E18,A07722,5
E18,A07832,5
E18,A08099,5
E18,A08536,5
E18,A08941,5
E18,A08967,5
E18,A09206,5
E18,A10133,5
E18,A11758,5
E18,A12245,5
E18,A12312,5
E18,A12897,5
E18,A13094,5
E18,A13128,5
E18,A00674,4
E18,A00908,4
E18,A01557,4
E18,A02483,4
E18,A02498,4
E18,A02864,4
E18,A03012,4
E18,A03804,4
E18,A04021,4
E18,A06462,4
E18,A06601,4
E18,A06799,4
E18,A07181,4
E18,A07231,4
E18,A07468,4
E18,A08441,4
E18,A08661,4
E18,A09126,4
E18,A09501,4
E18,A10956,4
E18,A12232,4
E18,A12278,4
E18,A12279,4
E18,A13667,4
E18,A13881,4
E18,A13891,4
E18,A00082,3
E18,A00104,3
E18,A00213,3
E18,A00297,3
E18,A01229,3
E18,A01516,3
E18,A02255,3
E18,A02421,3
E18,A02435,3
E18,A02574,3
E18,A03067,3
E18,A03290,3
E18,A03426,3
E18,A03814,3
E18,A03935,3
E18,A04011,3
E18,A04089,3
E18,A04950,3
E18,A05266,3
E18,A05496,3
E18,A05771,3
E18,A06386,3
E18,A06465,3
E18,A06581,3
E18,A07130,3
E18,A07164,3
E18,A07265,3
E18,A07682,3
E18,A07907,3
E18,A07960,3
E18,A08006,3
E18,A08155,3
E18,A08186,3
E18,A08330,3
E18,A08521,3
E18,A08697,3
E18,A08724,3
E18,A09067,3
E18,A09948,3
E18,A09957,3
E18,A10090,3
E18,A10177,3
E18,A10271,3
E18,A10740,3
E18,A11111,3
E18,A11225,3
E18,A12125,3
E18,A12210,3
E18,A12303,3
E18,A12340,3
E18,A12690,3
E18,A13212,3
E18,A00294,2
E18,A00414,2
E18,A00543,2
E18,A00609,2
E18,A00695,2
E18,A00769,2
E18,A00872,2
E18,A00883,2
E18,A00945,2
E18,A01602,2
E18,A01691,2
E18,A01762,2
E18,A02008,2
E18,A02272,2
E18,A02340,2
E18,A02378,2
E18,A02395,2
E18,A02434,2
E18,A02646,2
E18,A02765,2
E18,A02982,2
E18,A03051,2
E18,A03110,2
E18,A03395,2
E18,A03505,2
E18,A03645,2
E18,A03702,2
E18,A03947,2
E18,A04024,2
E18,A04880,2
E18,A05402,2
E18,A05491,2
E18,A05575,2
E18,A05867,2
E18,A05878,2
E18,A06005,2
E18,A06266,2
E18,A06408,2
E18,A06503,2
E18,A06785,2
E18,A06989,2
E18,A07108,2
E18,A07116,2
E18,A07171,2
E18,A07212,2
E18,A07221,2
E18,A07459,2
E18,A07495,2
E18,A07528,2
E18,A07607,2
E18,A07919,2
E18,A08316,2
E18,A08389,2
E18,A08412,2
E18,A08515,2
E18,A08648,2
E18,A08891,2
E18,A08943,2
E18,A08979,2
E18,A09011,2
E18,A09022,2
E18,A09111,2
E18,A09252,2
E18,A09374,2
E18,A09475,2
E18,A09669,2
E18,A09851,2
E18,A09955,2
E18,A10700,2
E18,A11104,2
E18,A11221,2
E18,A11881,2
E18,A12211,2
E18,A12217,2
E18,A12228,2
E18,A12238,2
E18,A12255,2
E18,A12269,2
E18,A12281,2
E18,A12282,2
E18,A12302,2
E18,A12942,2
E18,A13090,2
E18,A13144,2
E18,A13214,2
E18,A13226,2
E18,A13600,2
E18,A13776,2
E18,A13811,2
E18,A13858,2
E18,A00029,1
E18,A00060,1
E18,A00096,1
E18,A00144,1
E18,A00166,1
E18,A00189,1
E18,A00227,1
E18,A00248,1
E18,A00277,1
E18,A00430,1
E18,A00506,1
E18,A00544,1
E18,A00572,1
E18,A00583,1
E18,A00610,1
E18,A00618,1
E18,A00665,1
E18,A00696,1
E18,A00730,1
E18,A00753,1
E18,A00876,1
E18,A00882,1
E18,A00884,1
E18,A00886,1
E18,A00895,1
E18,A00901,1
E18,A00961,1
E18,A01546,1
E18,A01551,1
E18,A01587,1
E18,A01594,1
E18,A01651,1
E18,A01755,1
E18,A01761,1
E18,A01808,1
E18,A01814,1
E18,A01821,1
E18,A01827,1
E18,A01867,1
E18,A01933,1
E18,A01941,1
E18,A01951,1
E18,A01954,1
E18,A02036,1
E18,A02188,1
E18,A02236,1
E18,A02270,1
E18,A02295,1
E18,A02400,1
E18,A02401,1
E18,A02496,1
E18,A02539,1
E18,A02551,1
E18,A02592,1
E18,A02624,1
E18,A02657,1
E18,A02694,1
E18,A02810,1
E18,A02822,1
E18,A02829,1
E18,A02832,1
E18,A02848,1
E18,A02859,1
E18,A02958,1
E18,A02990,1
E18,A02993,1
E18,A03114,1
E18,A03127,1
E18,A03138,1
E18,A03241,1
E18,A03286,1
E18,A03318,1
E18,A03373,1
E18,A03388,1
E18,A03420,1
E18,A03427,1
E18,A03431,1
E18,A03440,1
E18,A03448,1
E18,A03459,1
E18,A03590,1
E18,A03607,1
E18,A03622,1
E18,A03656,1
E18,A03683,1
E18,A03740,1
E18,A03766,1
E18,A03781,1
E18,A03794,1
E18,A03834,1
E18,A03841,1
E18,A03908,1
E18,A03932,1
E18,A03944,1
E18,A03989,1
E18,A04019,1
E18,A04061,1
E18,A04297,1
E18,A04335,1
E18,A04337,1
E18,A04338,1
E18,A04353,1
E18,A04416,1
E18,A04458,1
E18,A04520,1
E18,A04579,1
E18,A04647,1
E18,A04672,1
E18,A04716,1
E18,A04784,1
E18,A04849,1
E18,A04971,1
E18,A05150,1
E18,A05247,1
E18,A05339,1
E18,A05430,1
E18,A05516,1
E18,A05568,1
E18,A05677,1
E18,A05803,1
E18,A05840,1
E18,A05859,1
E18,A05871,1
E18,A05881,1
E18,A05915,1
E18,A05940,1
E18,A05949,1
E18,A06038,1
E18,A06042,1
E18,A06142,1
E18,A06160,1
E18,A06161,1
E18,A06191,1
E18,A06220,1
E18,A06245,1
E18,A06247,1
E18,A06249,1
E18,A06297,1
E18,A06341,1
E18,A06369,1
E18,A06391,1
E18,A06403,1
E18,A06418,1
E18,A06461,1
E18,A06469,1
E18,A06486,1
E18,A06491,1
E18,A06510,1
E18,A06515,1
E18,A06523,1
E18,A06577,1
E18,A06592,1
E18,A06630,1
E18,A06648,1
E18,A06656,1
E18,A06676,1
E18,A06721,1
E18,A06749,1
E18,A06750,1
E18,A06789,1
E18,A06790,1
E18,A06825,1
E18,A06826,1
E18,A06870,1
E18,A06893,1
E18,A06931,1
E18,A06966,1
E18,A06981,1
E18,A06993,1
E18,A06999,1
E18,A07070,1
E18,A07132,1
E18,A07155,1
E18,A07157,1
E18,A07176,1
E18,A07206,1
E18,A07227,1
E18,A07253,1
E18,A07257,1
E18,A07266,1
E18,A07272,1
E18,A07302,1
E18,A07358,1
E18,A07377,1
E18,A07420,1
E18,A07450,1
E18,A07506,1
E18,A07515,1
E18,A07584,1
E18,A07627,1
E18,A07645,1
E18,A07690,1
E18,A07699,1
E18,A07727,1
E18,A07744,1
E18,A07767,1
E18,A07857,1
E18,A07913,1
E18,A07922,1
E18,A07929,1
E18,A07982,1
E18,A08019,1
E18,A08107,1
E18,A08120,1
E18,A08125,1
E18,A08173,1
E18,A08190,1
E18,A08195,1
E18,A08276,1
E18,A08337,1
E18,A08356,1
E18,A08376,1
E18,A08428,1
E18,A08488,1
E18,A08558,1
E18,A08559,1
E18,A08632,1
E18,A08745,1
E18,A08750,1
E18,A08831,1
E18,A08848,1
E18,A08859,1
E18,A08863,1
E18,A08869,1
E18,A08903,1
E18,A08930,1
E18,A08974,1
E18,A09032,1
E18,A09184,1
E18,A09190,1
E18,A09242,1
E18,A09256,1
E18,A09258,1
E18,A09296,1
E18,A09302,1
E18,A09400,1
E18,A09415,1
E18,A09519,1
E18,A09531,1
E18,A09673,1
E18,A09723,1
E18,A09857,1
E18,A09960,1
E18,A10078,1
E18,A10079,1
E18,A10214,1
E18,A10316,1
E18,A10364,1
E18,A10365,1
E18,A10519,1
E18,A10574,1
E18,A10575,1
E18,A10631,1
E18,A10654,1
E18,A10957,1
E18,A11037,1
E18,A11039,1
E18,A11077,1
E18,A11427,1
E18,A11492,1
E18,A11623,1
E18,A11857,1
E18,A12077,1
E18,A12093,1
E18,A12216,1
E18,A12222,1
E18,A12224,1
E18,A12226,1
E18,A12247,1
E18,A12257,1
E18,A12260,1
E18,A12268,1
E18,A12271,1
E18,A12289,1
E18,A12313,1
E18,A12328,1
E18,A12335,1
E18,A12338,1
E18,A12387,1
E18,A12718,1
E18,A12795,1
E18,A12845,1
E18,A12855,1
E18,A12883,1
E18,A12923,1
E18,A13091,1
E18,A13117,1
E18,A13135,1
E18,A13138,1
E18,A13140,1
E18,A13159,1
E18,A13160,1
E18,A13168,1
E18,A13192,1
E18,A13227,1
E18,A13232,1
E18,A13326,1
E18,A13585,1
E18,A13586,1
E18,A13590,1
E18,A13675,1
E18,A13686,1
E18,A13738,1
E18,A13747,1
E18,A13770,1
E18,A13771,1
E18,A13778,1
E18,A13813,1
E18,A13826,1
E18,A13827,1
E18,A13837,1
E18,A13845,1
E18,A13855,1
E18,A13868,1
E18,A13870,1
E18,A13880,1
E18,A13882,1
E18,A13885,1
E18,A13890,1
E18,A13894,1
E19,A02468,268
E19,A12952,210
E19,A12256,131
E19,A08474,119
E19,A13059,117
E19,A00370,68
E19,A12963,39
E19,A04920,36
E19,A01178,28
E19,A07313,27
E19,A07368,26
E19,A08892,23
E19,A07008,17
E19,A04921,16
E19,A04926,16
E19,A09623,15
E19,A09751,13
E19,A04930,12
E19,A06372,12
E19,A10242,11
E19,A02282,9
E19,A04924,9
E19,A06470,9
E19,A07242,8
E19,A00883,7
E19,A04918,7
E19,A05891,7
E19,A06359,7
E19,A07180,7
E19,A08744,7
E19,A12273,7
E19,A03889,6
E19,A08158,6
E19,A12966,6
E19,A03317,5
E19,A03744,5
E19,A04911,5
E19,A06795,5
E19,A09171,5
E19,A10936,5
E19,A11010,5
E19,A00217,4
E19,A01181,4
E19,A04916,4
E19,A04931,4
E19,A04938,4
E19,A09172,4
E19,A13557,4
E19,A00286,3
E19,A02382,3
E19,A03325,3
E19,A04906,3
E19,A05814,3
E19,A06725,3
E19,A06730,3
E19,A07455,3
E19,A09236,3
E19,A00297,2
E19,A00536,2
E19,A00621,2
E19,A01005,2
E19,A02407,2
E19,A02589,2
E19,A03022,2
E19,A03763,2
E19,A04934,2
E19,A04942,2
E19,A06549,2
E19,A06592,2
E19,A06909,2
E19,A07495,2
E19,A08510,2
E19,A11003,2
E19,A11007,2
E19,A12846,2
E19,A00273,1
E19,A00386,1
E19,A00403,1
E19,A00533,1
E19,A00538,1
E19,A00544,1
E19,A00752,1
E19,A01176,1
E19,A01206,1
E19,A01284,1
E19,A01340,1
E19,A01611,1
E19,A01647,1
E19,A02008,1
E19,A02208,1
E19,A02274,1
E19,A02388,1
E19,A02394,1
E19,A02403,1
E19,A02404,1
E19,A02585,1
E19,A02604,1
E19,A02955,1
E19,A03139,1
E19,A03189,1
E19,A03310,1
E19,A03459,1
E19,A03607,1
E19,A03624,1
E19,A03626,1
E19,A03950,1
E19,A04464,1
E19,A04465,1
E19,A04913,1
E19,A04915,1
E19,A05628,1
E19,A05954,1
E19,A06275,1
E19,A06581,1
E19,A06777,1
E19,A06799,1
E19,A07010,1
E19,A07071,1
E19,A07145,1
E19,A07155,1
E19,A07212,1
E19,A07244,1
E19,A07395,1
E19,A07485,1
E19,A07552,1
E19,A07555,1
E19,A07708,1
E19,A07740,1
E19,A07771,1
E19,A07843,1
E19,A08013,1
E19,A08107,1
E19,A08228,1
E19,A08412,1
E19,A08414,1
E19,A08528,1
E19,A08583,1
E19,A08604,1
E19,A08843,1
E19,A08939,1
E19,A09022,1
E19,A09055,1
E19,A09058,1
E19,A09180,1
E19,A09204,1
E19,A09375,1
E19,A09496,1
E19,A09501,1
E19,A09512,1
E19,A09516,1
E19,A09752,1
E19,A09763,1
E19,A09774,1
E19,A09874,1
E19,A09957,1
E19,A10096,1
E19,A10218,1
E19,A10555,1
E19,A10919,1
E19,A12048,1
E19,A12653,1
E19,A12807,1
E19,A13062,1
E19,A13116,1
E19,A13161,1
E19,A13163,1
E19,A13911,1
E2,A00370,7000
E2,A03889,902
E2,A06470,735
E2,A03038,587
E2,A10181,537
E2,A07373,439
E2,A06084,364
E2,A10698,350
E2,A05891,289
E2,A07242,272
E2,A03160,266
E2,A06790,224
E2,A06372,199
E2,A00297,181
E2,A00863,175
E2,A02282,175
E2,A02382,174
E2,A02210,171
E2,A01137,161
E2,A06451,156
E2,A10842,153
E2,A05396,143
E2,A07567,123
E2,A09957,117
E2,A07420,116
E2,A08515,112
E2,A13116,112
E2,A07548,109
E2,A13557,107
E2,A12492,103
E2,A05430,101
E2,A05330,98
E2,A01005,93
E2,A00611,92
E2,A07907,92
E2,A05495,89
E2,A00883,84
E2,A00908,83
E2,A10729,81
E2,A06224,80
E2,A07313,80
E2,A03310,78
E2,A13655,78
E2,A01205,77
E2,A09920,77
E2,A11712,74
E2,A03145,72
E2,A03325,72
E2,A03150,70
E2,A06673,68
E2,A11773,68
E2,A01398,66
E2,A02400,64
E2,A05691,64
E2,A07966,64
E2,A00743,61
E2,A03419,61
E2,A10334,61
E2,A00356,60
E2,A01111,60
E2,A02558,60
E2,A13197,60
E2,A02919,58
E2,A10858,56
E2,A10371,55
E2,A05110,54
E2,A02284,52
E2,A06204,52
E2,A07419,52
E2,A02008,51
E2,A09180,51
E2,A10912,51
E2,A05137,50
E2,A10063,49
E2,A13156,49
E2,A00823,48
E2,A06908,48
E2,A00838,47
E2,A03796,47
E2,A11163,47
E2,A12807,47
E2,A00367,46
E2,A07012,46
E2,A03749,45
E2,A05542,45
E2,A10194,45
E2,A12387,45
E2,A13080,45
E2,A10899,43
E2,A03136,42
E2,A10906,42
E2,A05579,41
E2,A06785,41
E2,A00845,40
E2,A01714,40
E2,A07368,40
E2,A00574,39
