销方单位代号,价税合计
A03395,95738.12
A03396,12000.0
A03397,322.0
A03398,4312936.46
A03399,8000.0
A03400,30000.0
A03401,748.0
A03402,349.0
A03403,80.0
A03404,1406.0
A03405,4777.0
A03406,1374.0
A03407,13353.0
A03408,6850.0
A03409,70050.0
A03410,22024.0
A03411,38878.3
A03412,15152671.0
A03413,4070.0
A03414,200000.0
A03415,2000.0
A03416,2695.0
A03417,55712.0
A03418,266.0
A03419,39779.840000000004
A03420,7653.0
A03421,720.0
A03422,108118.0
A03423,31119.0
A03424,6416.0
A03425,914760.0
A03426,11281.0
A03427,480.0
A03428,10800.0
A03429,11000.0
A03430,760.0
A03431,14810179.950000001
A03432,753466.0
A03433,420.0
A03434,400000.0
A03435,304735.0
A03436,4601.0
A03437,66646.84999999999
A03438,484000.0
A03439,2526.0
A03440,432446.5200000001
A03441,354.0
A03442,365.0
A03443,266.0
A03444,4000.0
A03445,608.0
A03446,148.0
A03447,198.0
A03448,400.0
A03449,567.0
A03450,3737316.67
A03451,23030.0
A03452,1033.0
A03453,1400.0
A03454,402400.0
A03455,1400.0
A03456,17709.0
A03457,239.0
A03458,186.0
A03459,1985.0
A03460,4468.0
A03461,6556.0
A03462,6806.5599999999995
A03463,4061.2
A03464,5087.88
A03465,19338.88
A03466,3788.75
A03467,5058.0
A03468,2005.0
A03469,1865.0
A03470,15566.0
A03471,2300.0
A03472,2226.25
A03473,582.0
A03474,194606.66999999998
A03475,3074.0
A03476,16519.809999999998
A03477,32000.0
A03478,857903.9199999999
A03479,7000.0
A03480,135090.0
A03481,38612.0
A03482,68593.0
A03483,136.0
A03484,3880.0
A03485,1959.0
A03486,800.0
A03487,500.0
A03488,3345.0
A03489,715.0
A03490,87145.0
A03491,4080.0
A03492,536077.87
A03493,270000.0
A03494,140.0
A03495,405.0
A03496,110.0
A03497,165.0
A03498,60.0
A03499,1081.0
A03500,1148.0
A03501,178.0
A03502,530.0
A03503,690.0
A03504,457.0
A03505,25609.0
A03506,71079.01000000001
A03507,500000.0
A03508,7842.0
A03509,101.0
A03510,19073.0
A03511,35000.0
A03512,417200.0
A03513,786400.0
A03514,17528.0
A03515,7916.36
A03516,813645.5
A03517,927.0
A03518,1191.7
A03519,1080.0
A03520,12000.0
A03521,194028.14
A03522,282713.5
A03523,2900.0
A03524,2760.0
A03525,207.0
A03526,54387.31
A03527,4121.2
A03528,153771.01
A03529,10500.0
A03530,134287.02
A03531,786153.2
A03532,12000.0
A03533,3298.0
A03534,710.0
A03535,1550.0
A03536,460.0
A03537,629.0
A03538,110.0
A03539,24280.0
A03540,880.0
A03541,24520.0
A03542,2200.0
A03543,596.0
A03544,680960.0
A03545,2000.0
A03546,384322.75
A03547,4855.0
A03548,1840.0
A03549,336.0
A03550,46141.0
A03551,1354.0
A03552,10147.0
A03553,55.0
A03554,958.0
A03555,934.0
A03556,209.09
A03557,5556.0
A03558,1066.0
A03559,1000000.0
A03560,183.0
A03561,45816.0
A03562,600000.0
A03563,4520.0
A03564,10000.0
A03565,97000.0
A03566,460.0
A03567,5000.0
A03568,2394.0
A03569,1145.0
A03570,350.0
A03571,3540.0
A03572,330.0
A03573,9750.0
A03574,600.0
A03575,700.0
A03576,90340.0
A03577,49500.0
A03578,1200.0
A03579,121460.0
A03580,3000.0
A03581,4292.0
A03582,11963.01
A03583,47174.0
A03584,1799.0
A03585,239000.0
A03586,1293955.6
A03587,400000.0
A03588,383.0
A03589,402.0
A03590,163870.0
A03591,1320.0
A03592,15100.0
A03593,2182.0
A03594,122370.0
A03595,98310.0
A03596,1020.0
A03597,16550917.670000022
A03598,906000.0
A03599,506.0
A03600,1990.0
A03601,140.0
A03602,29202690.0
A03603,281933.93
A03604,38620.0
A03605,912.0
A03606,130000.0
A03607,1274867.47
A03608,4400.0
A03609,258.0
A03610,3000.0
A03611,2236.0
A03612,38729989.169999965
A03613,1409.0
A03614,9150.0
A03615,6592.0
A03616,42405.0
A03617,1500.0
A03618,3000.0
A03619,302531.2
A03620,153622.84
A03621,87500.0
A03622,103811.39999999998
A03623,88006.0
A03624,36167.0
A03625,1038551.1799999999
A03626,71900.24
A03627,210389.2
A03628,1324136.29
A03629,18000.0
A03630,1369845.01
A03631,1986302.45
A03632,90000.0
A03633,2013.0
A03634,9.0
A03635,254.0
A03636,4107.5
A03637,84.0
A03638,49800.0
A03639,120.0
A03640,25140.0
A03641,1900.0
A03642,21094.0
A03643,59325.5
A03644,2344.0
A03645,4568626.300000001
A03646,69500.0
A03647,15510.0
A03648,112425.0
A03649,66330.0
A03650,15657.0
A03651,1149.0
A03652,385453.99
A03653,507647.0
A03654,17192.0
A03655,269533.17000000004
A03656,1531377.2
A03657,362.0
A03658,616.0
A03659,192.0
A03660,58065.0
A03661,3499.0
A03662,766.0
A03663,15636.49
A03664,218794.32
A03665,51403.0
A03666,2654883.0900000003
A03667,22500.0
A03668,598063.23
A03669,1601.1000000000001
A03670,9216.0
A03671,576.0
A03672,25245.0
A03673,1371353.2
A03674,52053.0
A03675,76323.0
A03676,1052.0
A03677,284.5
A03678,300.0
A03679,1393954.9999999998
A03680,36916.0
A03681,210364.5
A03682,323.0
A03683,817289.79
A03684,34194.53
A03685,2607.0
A03686,59000.0
A03687,669.0
A03688,182751.24000000002
A03689,7875.0
A03690,276.0
A03691,16500.0
A03692,19000.0
A03693,787000.0
A03694,83430.0
A03695,1500.0
A03696,112064.0
A03697,91174.35
A03698,482658.0
A03699,90.0
A03700,791550.0
A03701,3600.0
A03702,222178.4
A03703,2400.0
A03704,8000.0
A03705,90.0
A03706,50000.0
A03707,700.0
A03708,79059.0
A03709,167674.0
A03710,300.0
A03711,70000.0
A03712,4000.0
A03713,48506.0
A03714,151650.0
A03715,48100.0
A03716,64136.0
A03717,234.0
A03718,15000.0
A03719,270000.0
A03720,986.0
A03721,1300.3
A03722,1870.0
A03723,373400.65
A03724,3978.46
A03725,57150.0
A03726,365072.8
A03727,24636.0
A03728,131040.0
A03729,244000.0
A03730,2352.0
A03731,4180.0
A03732,320000.0
A03733,204402.0
A03734,6840.0
A03735,-300000.0
A03736,1559030.0
A03737,18662.6
A03738,25000.0
A03739,20000.0
A03740,75578.0
A03741,18883.0
A03742,389100.0
A03743,131670.0
A03744,413003.11000000004
A03745,2100.0
A03746,460.0
A03747,2195394.0100000002
A03748,315.0
A03749,3498985.2
A03750,5045.0
A03751,730000.0
A03752,1705.8100000000002
A03753,29.8
A03754,186200.0
A03755,16400.0
A03756,22773.0
A03757,3298728.9500000007
A03758,900.0
A03759,2602.0
A03760,926.0
A03761,2976.0
A03762,2068.1
A03763,1404315.6700000002
A03764,5769461.9799999995
A03765,29000.0
A03766,313850.0
A03767,93917.85
A03768,1521.0
A03769,50.0
A03770,16899.0
A03771,377930.78
A03772,31808.42
A03773,131492.51
A03774,600000.0
A03775,480.0
A03776,138.0
A03777,2350000.0
A03778,2800.0
A03779,740.0
A03780,306.0
A03781,34543.0
A03782,90000.0
A03783,400.0
A03784,40200.0
A03785,229434.1
A03786,360500.0
A03787,92993.5
A03788,2128.0
A03789,10204.3
A03790,292.0
A03791,180.9
A03792,973872.0
A03793,368290.64
A03794,7374073.77
A03795,355806.12
A03796,1102159.51
A03797,200.0
A03798,360.0
A03799,269844.0
A03800,9975.0
A03801,13000.0
A03802,583784.0
A03803,103005.0
A03804,1719404.5
A03805,4826823.39
A03806,2690.0
A03807,695804.4500000001
A03808,1200000.0
A03809,150.0
A03810,69016.88
A03811,121785.98
A03812,549690.0
A03813,101508.5
A03814,348949.0
A03815,76.4
A03816,465.0
A03817,478111.0
A03818,2255.0
A03819,252461.0
A03820,158000.0
A03821,46260.0
A03822,1648700.0
A03823,40813.0
A03824,869648.52
A03825,324460.98
A03826,4853.0
A03827,6000.0
A03828,2565.0
A03829,500.0
A03830,397699.19
A03831,318025.0
A03832,8260282.23
A03833,15000.0
A03834,317965.19
A03835,3476.0
A03836,42692.03999999999
A03837,10023.0
A03838,322.0
A03839,134100.0
A03840,335169.87
A03841,52682.5
A03842,181697.0
A03843,5252000.0
A03844,1403.0
A03845,8096.0
A03846,1917955.8900000001
A03847,1238.03
A03848,40000.0
A03849,168.0
A03850,8612.0
A03851,296398.5
A03852,3386878.4600000004
A03853,276.0
A03854,14400.0
A03855,278.0
A03856,24000.0
A03857,49017.0
A03858,17280.0
A03859,1040.0
A03860,3940.0
A03861,484.0
A03862,160.0
A03863,4228.0
A03864,175842.5
A03865,87218.0
A03866,5000.0
A03867,1050.0
A03868,6079.0
A03869,22879056.62
A03870,700.0
A03871,213.0
A03872,99044.79999999999
A03873,5641.0
A03874,66293.0
A03875,52000.0
A03876,3165879.8
A03877,14360.0
A03878,78497.0
A03879,46246.0
A03880,526.0
A03881,1500.0
A03882,386.0
A03883,501.01
A03884,164192.0
A03885,25000.0
A03886,50.0
A03887,248523.9
A03888,160884.75
A03889,1069309.83
A03890,295400.0
A03891,1405951.47
A03892,2900.0
A03893,578.0
A03894,3346302.84
A03895,61719.0
A03896,2589.0
A03897,41583.0
A03898,14000.0
A03899,52400.0
A03900,24200.0
A03901,60451.0
A03902,654.0
A03903,2790.0
A03904,50.5
A03905,2388.0
A03906,4860.0
A03907,240.03
A03908,385.46000000000004
A03909,64666.0
A03910,521942.9
A03911,1000.0
A03912,5280.0
A03913,5960.0
A03914,1381020.0
A03915,2545.0
A03916,87600.0
A03917,481525.6
A03918,23191.97
A03919,198832.43000000005
A03920,27078.699999999997
A03921,41605.0
A03922,766.0
A03923,3603280.0
A03924,857.4
A03925,62320.0
A03926,243.08
A03927,9165.0
A03928,18446.68
A03929,634.0
A03930,851.9699999999999
A03931,248184.0
A03932,260.0
A03933,60700.0
A03934,30700.250000000004
A03935,9768.0
A03936,1234851.21
A03937,198.0
A03938,4554824.23
A03939,122169.87
A03940,571800.0
A03941,1244152.45
A03942,202.0
A03943,34800.0
A03944,248902.0
A03945,5000.0
A03946,387767.92
A03947,1188155.0
A03948,152.0
A03949,142154.75
A03950,2160.0
A03951,2296.0
A03952,98893.52
A03953,10650.96
A03954,3018.0
A03955,1155.0
A03956,4200.0
A03957,2114.0
A03958,31500.0
A03959,100863.25
A03960,1330.0
A03961,715.0
A03962,50635.21
A03963,3906.25
A03964,140499.64
A03965,192459.93
A03966,5667.67
A03967,2464.0
A03968,102374.25
A03969,48508.82
A03970,12000.0
A03971,786.5
A03972,3214.63
A03973,211088.18
A03974,10957.76
A03975,132011.18
A03976,400.0
A03977,3901.0
A03978,52465.0
A03979,28115.0
A03980,30895.0
A03981,15070.0
A03982,12000.0
A03983,23400.0
A03984,36500.0
A03985,1600.0
A03986,195920.0
A03987,85683.0
A03988,4990.48
A03989,1700.0
A03990,4950.0
A03991,369192.0
A03992,971.5
A03993,2534.5
A03994,100.0
A03995,100.0
A03996,46604.64
A03997,36000.0
A03998,1176000.0
A03999,670.0
A04000,3787.0
A04001,42860.0
A04002,96800.0
A04003,262163.73
A04004,257306.5
A04005,200.0
A04006,17045.0
A04007,1885.5
A04008,30720.0
A04009,50000.0
A04010,508137.0
A04011,15116841.420000002
A04012,177250.0
A04013,740242.4
A04014,1918090.0
A04015,4484078.869999999
A04016,288460.01
A04017,446652.0
A04018,1364170.0
A04019,4065576.69
A04020,44075.83
A04021,702897.15
A04022,1155597.0
A04023,789584.8200000001
A04024,172471.0
A04025,428024.96
A04026,11270.0
A04027,82641.52
A04028,131007.96
A04029,171020.71000000002
A04030,200000.0
A04031,5662.0
A04032,50000.0
A04033,200000.0
A04034,200000.0
A04035,20227.53
A04036,224000.0
A04037,8160.0
A04038,4600.0
A04039,134150.0
A04040,15098.16
A04041,111735.84
A04042,40000.0
A04043,619178.8
A04044,354669.05
A04045,272212.08999999997
A04046,18201.0
A04047,1099411.0
A04048,215470.69999999995
A04049,47986.020000000004
A04050,156641.0
A04051,58165.18
A04052,53150.0
A04053,106388.7
A04054,1854120.3
A04055,293616.0
A04056,1144800.0
A04057,990.0
A04058,18150.0
A04059,214400.0
A04060,79625.0
A04061,622000.0
A04062,2099.99
A04063,579376.64
A04064,19847.5
A04065,19760.0
A04066,16663.0
A04067,218740.81
A04068,647929.44
A04069,9285.53
A04070,116201.0
A04071,33719.0
A04072,125849.98000000001
A04073,110450.0
A04074,1102650.0
A04075,235825.0
A04076,622979.7
A04077,172490.0
A04078,544088.74
A04079,1291855.88
A04080,24000.0
A04081,6600.0
A04082,320558.76
A04083,336245.66000000003
A04084,73451.76999999999
A04085,108581.0
A04086,116988.0
A04087,295046.0
A04088,525376.05
A04089,517835.57
A04090,1043929.97
A04091,585423.52
A04092,316006.5
A04093,432019.75
A04094,241200.0
A04095,331977.25
A04096,629292.3
A04097,480.0
A04098,27645.0
A04099,1907.0
A04100,25586.5
A04101,153847.1
A04102,9196.0
A04103,65995.0
A04104,6752.5
A04105,754547.0
A04106,266651.0
A04107,106748.44
A04108,443375.0
A04109,27000.0
A04110,126013.0
A04111,99000.0
A04112,263973.6
A04113,118800.0
A04114,444410.0
A04115,33600.0
A04116,18000.0
A04117,107000.0
A04118,4390.0
A04119,214170.59
A04120,83832.4
A04121,25501.3
A04122,144354.51
A04123,1707.0
A04124,28929.5
A04125,47098.0
A04126,15019.8
A04127,246121.08000000002
A04128,152530.0
A04129,113254.0
A04130,540943.0
A04131,439.0
A04132,3404.0
A04133,71708.0
A04134,129262.0
A04135,46708.27
A04136,86288.0
A04137,5305.0
A04138,970911.0
A04139,8000.0
A04140,700.0
A04141,434520.0
A04142,434520.0
A04143,125000.0
A04144,62500.0
A04145,154938.69999999998
A04146,14123.0
A04147,5100.0
A04148,132000.0
A04149,70000.0
A04150,5099.99
A04151,10000.0
A04152,350.0
A04153,20885.0
A04154,15555.0
A04155,16018.0
A04156,6110.0
A04157,6885.0
A04158,29980.0
A04159,70000.0
A04160,4786.41
A04161,166269.40000000002
A04162,433996.2
A04163,18948.4
A04164,120800.0
A04165,119195.0
A04166,205934.0
A04167,1851300.05
A04168,270000.0
A04169,398377.22
A04170,68495.0
A04171,0.0
A04172,184086.0
A04173,1807480.0
A04174,1075000.0
A04175,8726.0
A04176,16624.75
A04177,758.0
A04178,1453.0
A04179,1299.0
A04180,40629.78
A04181,2307.5
A04182,9000.0
A04183,1431.5
A04184,918.0
A04185,19210.04
A04186,7381.820000000001
A04187,5525.0
A04188,5118.0
A04189,1310.0
A04190,5235.0
A04191,261000.0
A04192,82186.6
A04193,28000.0
A04194,324771.0
A04195,6050.0
A04196,1320.0
A04197,8800.0
A04198,14899.24
A04199,678420.0
A04200,949.0
A04201,2977.0
A04202,17083.25
A04203,2826.0
A04204,3557.0
A04205,8022.0
A04206,942.6
A04207,2658.96
A04208,26038.0
A04209,2145.0
A04210,27184.629999999997
A04211,4864.0
A04212,4016.06
A04213,9884.0
A04214,6894.0
A04215,580.0
A04216,176.0
A04217,5900.5
A04218,5399.0
A04219,1725.0
A04220,1491.0
A04221,2460.0
A04222,5162.0
A04223,112509.75
A04224,156826.67
A04225,113000.0
A04226,1720.0
A04227,7317.65
A04228,20000.0
A04229,149923.0
A04230,141000.0
A04231,5120.0
A04232,1800.0
A04233,400.0
A04234,3980.88
A04235,34704.5
A04236,5061.5
A04237,500.0
A04238,15800.0
A04239,611.0
A04240,17372.97
A04241,1928.0
A04242,9415.67
A04243,10431.0
A04244,1130.0
A04245,10524.25
A04246,390.0
A04247,120.0
A04248,2500.0
A04249,5528.0
A04250,1814.01
A04251,6410.0
A04252,127620.0
A04253,19900.0
A04254,202032.84
A04255,615447.22
A04256,545535.07
A04257,95093.34
A04258,131710.95
A04259,260542.84
A04260,44000.0
A04261,408082.33
A04262,63088.2
A04263,169593.34
A04264,304267.16000000003
A04265,550409.32
A04266,193070.36
A04267,358.0
A04268,48000.0
A04269,130000.0
A04270,30000.0
A04271,60000.0
A04272,75600.0
A04273,1726.0
A04274,5927.08
A04275,915123.46
A04276,687771.87
A04277,1782317.53
A04278,13352.0
A04279,11013.25
A04280,784266.6100000001
A04281,9496.5
A04282,35970.28
A04283,26980.87
A04284,154850.0
A04285,154731.87
A04286,109031.81
A04287,8849.99
A04288,67844.0
A04289,36482.0
A04290,61999.0
A04291,62590.0
A04292,399314.0
A04293,33700.0
A04294,465.0
A04295,7852.5
A04296,2254750.38
A04297,350000.0
A04298,8448.0
A04299,780000.0
A04300,12748.0
A04301,10857.130000000001
A04302,2890.49
A04303,500930.0
A04304,1396.0
A04305,206240.25
A04306,-1396.0
A04307,5963.0
A04308,4155.01
A04309,59277.0
A04310,198201.44
A04311,154557.0
A04312,120904.0
A04313,3390.09
A04314,4233.0
A04315,815.0
A04316,2583.0
A04317,507.0
A04318,2770.0
A04319,378000.0
A04320,12760.34
A04321,1889.0
A04322,5133.0
A04323,801.0
A04324,1550.0
A04325,2010.0
A04326,31100.0
A04327,69651.0
A04328,1262.0
A04329,210.0
A04330,180.0
A04331,360.0
A04332,2175.0
A04333,988.0
A04334,1555.0
A04335,542134.15
A04336,2505.0
A04337,932476.95
A04338,278302.17
A04339,1660.0
A04340,57103.15000000001
A04341,97167.75
A04342,6233.0
A04343,33659.4
A04344,11000.0
A04345,547208.25
A04346,194903.99
A04347,2101.0
A04348,44267.3
A04349,74857.25
A04350,73806.0
A04351,1024865.95
A04352,1500.0
A04353,1372224.97
A04354,770.0
A04355,3764.0
A04356,2674.0
A04357,7028.0
A04358,44235.16
A04359,30000.0
A04360,1600.0
A04361,24000.0
A04362,1665.0
A04363,32996.6
A04364,204359.65
A04365,4105.0
A04366,835808.0
A04367,137658.0
A04368,70000.0
A04369,6501.0
A04370,7276.5
A04371,6789.0
A04372,3900.0
A04373,3900.0
A04374,1800.0
A04375,25000.0
A04376,5278.799999999999
A04377,30000.0
A04378,218000.0
A04379,100117.0
A04380,13000.0
A04381,20300.0
A04382,51302.44
A04383,4483.2
A04384,33000.0
A04385,25400.0
A04386,6700.0
A04387,318.0
A04388,220000.0
A04389,2607.0
A04390,1072.0
A04391,3720.0
A04392,700.0
A04393,37528.0
A04394,19701.0
A04395,10220.0
A04396,12555.55
A04397,61957.06
A04398,6461.990000000001
A04399,22315.0
A04400,12880.0
A04401,5525.0
A04402,9260.0
A04403,3612.0
A04404,11085.76
A04405,39507.89
A04406,2597.0
A04407,1445.0
A04408,3900.0
A04409,380000.0
A04410,66405.0
A04411,48000.0
A04412,9750.0
A04413,0.0
A04414,32478.0
A04415,6700.0
A04416,48148.0
A04417,54155.0
A04418,145714.0
A04419,2861.0
A04420,796582.5399999998
A04421,134510.0
A04422,1406.0
A04423,107149.35
A04424,41534.0
A04425,2722.0
A04426,4908.0
A04427,5314.5599999999995
A04428,8359.4
A04429,7114.959999999999
A04430,107491.5
A04431,4800.0
A04432,1400.0
A04433,1260.0
A04434,13900.0
A04435,23790.0
A04436,33730.0
A04437,4800.0
A04438,4800.0
A04439,9000.0
A04440,50000.0
A04441,57350.0
A04442,139890.0
A04443,9000.0
A04444,11168.69
A04445,9580.0
A04446,75122.0
A04447,32934.0
A04448,9000.0
A04449,977360.0
A04450,285000.0
A04451,380245.0
A04452,52500.0
A04453,90000.0
A04454,1516.0
A04455,5521.5
A04456,10813.0
A04457,40754335.599999994
A04458,15000.0
A04459,22211.05
A04460,92493.25
A04461,3900.0
A04462,1115.0
A04463,730.0
A04464,13600.0
A04465,3500.0
A04466,2680486.049999999
A04467,8945.949999999999
A04468,1451.25
A04469,10190.0
A04470,52100.0
A04471,286676.27999999997
A04472,948196.43
A04473,65.3
A04474,541263.4099999998
A04475,137719.19000000003
A04476,62622.38999999999
A04477,2436026.690000001
A04478,1172455.24
A04479,9646.68
A04480,13086.91
A04481,12657.01
A04482,7111.0
A04483,1133.38
A04484,950.0
A04485,980.0
A04486,1448.77
A04487,2699.0
A04488,1518897.4000000001
A04489,38797.5
A04490,21603.0
A04491,810.0
A04492,9587.0
A04493,552.0
A04494,16238.0
A04495,26400.0
A04496,25500.0
A04497,950.0
A04498,167.0
A04499,13000.0
A04500,14970.0
A04501,25000.0
A04502,858.0
A04503,300.0
A04504,200.0
A04505,1190.0
A04506,480.0
A04507,162009.0
A04508,473872.0
A04509,335.0
A04510,610500.0
A04511,6000.0
A04512,357.0
A04513,302.0
A04514,10900.0
A04515,2875.0
A04516,478.46
A04517,1866244.0100000002
A04518,71000.0
A04519,29700.0
A04520,2000.0
A04521,2756.0
A04522,1773.0
A04523,6437564.239999998
A04524,1438601.5
A04525,1688048.0
A04526,39102.17
A04527,67395.0
A04528,27020.0
A04529,4830.0
A04530,39420.0
A04531,122767.0
A04532,46320.0
A04533,268000.0
A04534,1740.0
A04535,660.0
A04536,127.0
A04537,1539705.47
A04538,3063315.88
A04539,4521.0
A04540,10344.0
A04541,344605.0
A04542,198820.0
A04543,3819152.5000000005
A04544,228821.0
A04545,8987.29
A04546,318.0
A04547,1195.0
A04548,308.0
A04549,3978.0
A04550,408.0
A04551,467.0
A04552,19104.0
A04553,495.0
A04554,200.0
A04555,786.0
A04556,103.0
A04557,906.0
A04558,360.0
A04559,1230.0
A04560,10264.0
A04561,28600.0
A04562,734.0
A04563,140.0
A04564,590.0
A04565,606.0
A04566,54776.0
A04567,820.0
A04568,208.0
A04569,176.0
A04570,383.91
A04571,872.0
A04572,1750.0
A04573,1524.96
A04574,600000.0
A04575,5700.06
A04576,14400.0
A04577,131908.65
A04578,4940.0
A04579,32550.0
A04580,592.0
A04581,269620.0
A04582,975.0
A04583,7360.0
A04584,132743.0
A04585,1070.0
A04586,474.0
A04587,4143.0
A04588,0.0
A04589,500.0
A04590,814.0
A04591,5855.0
A04592,109861.0
A04593,688.0
A04594,156.0
A04595,19100.0
A04596,62706.5
A04597,60.0
A04598,381.1
A04599,6068.0
A04600,866.0
A04601,460.0
A04602,13391.0
A04603,800.0
A04604,32256.64
A04605,285000.0
A04606,1229.0
A04607,2700.0
A04608,168.0
A04609,436.0
A04610,1608.0
A04611,278.0
A04612,1370.0
A04613,1085.58
A04614,11223.880000000001
A04615,8244.0
A04616,1340.0
A04617,2555.0
A04618,583.0
A04619,210.0
A04620,768.0
A04621,2741.0
A04622,108.0
A04623,453.0
A04624,149.0
A04625,1992.0
A04626,500.0
A04627,285.0
A04628,132.0
A04629,3146.0
A04630,3690.0
A04631,1150.0
A04632,1308.0
A04633,139.5
A04634,350.0
A04635,6295.0
A04636,2308.0
A04637,315.0
A04638,9900.0
A04639,156.0
A04640,1917.0
A04641,150397.7
A04642,643.0
A04643,1472.0
A04644,399.0
A04645,106.0
A04646,610.0
A04647,4900.0
A04648,867.0
A04649,703.0
A04650,201.0
A04651,320.0
A04652,344.0
A04653,823.3
A04654,514.0
A04655,209.0
A04656,6381.0
A04657,1392.0
A04658,986.0
A04659,7290.0
A04660,189.0
A04661,100.0
A04662,515.0
A04663,391.0
A04664,251.0
A04665,4254.0
A04666,802.0
A04667,1140.0
A04668,121.0
A04669,1600.0
A04670,748.0
A04671,64.0
A04672,339.0
A04673,200.0
A04674,1423.0
A04675,483.0
A04676,12375.0
A04677,552.0
A04678,270.0
A04679,1317.0
A04680,836.0
A04681,1397.0
A04682,2240.0
A04683,680.0
A04684,1261.0
A04685,999.0
A04686,2188.0
A04687,890.0
A04688,264.0
A04689,187.0
A04690,5676.0
A04691,669.0
A04692,167.0
A04693,3366.0
A04694,223.0
A04695,1650.0
A04696,2575.0
A04697,3159.0
A04698,163.0
A04699,787.0
A04700,268.0
A04701,275.0
A04702,267.0
A04703,30600.0
A04704,830.0
A04705,1500.0
A04706,32754.000000000004
A04707,2200.0
A04708,14061.300000000001
A04709,240.0
A04710,146.0
A04711,114.0
A04712,166.0
A04713,186.5
A04714,1269.0
A04715,1292.0
A04716,1090.0
A04717,248.76
A04718,980.0
A04719,15910.0
A04720,43265.0
A04721,2480.0
A04722,3320.0
A04723,12000.0
A04724,206703.0
A04725,30060.0
A04726,34941.42
A04727,1982.0
A04728,2069.0
A04729,120.0
A04730,700.0
A04731,210.0
A04732,233.0
A04733,1396.0
A04734,300.0
A04735,5343.0
A04736,685.0
A04737,780.0
A04738,280.0
A04739,2400.0
A04740,1210.0
A04741,38.0
A04742,270.0
A04743,916.0
A04744,150.0
A04745,500.0
A04746,260.0
A04747,850.0
A04748,2700.0
A04749,177.0
A04750,300.0
A04751,376.0
A04752,20277.0
A04753,159.0
A04754,99940.0
A04755,11408.310000000001
A04756,1349.0
A04757,2898.92
A04758,1008.0
A04759,193.0
A04760,1350.0
A04761,40.0
A04762,218.0
A04763,499.0
A04764,2739.55
A04765,373.01
A04766,708.0
A04767,141.0
A04768,850.0
A04769,627.0
A04770,2586.0
A04771,3504.0
A04772,893.0
A04773,1120.0
A04774,438.0
A04775,138.0
A04776,600.0
A04777,386.0
A04778,130.0
A04779,360.0
A04780,148820.0
A04781,2147.0
A04782,1297.0
A04783,320.0
A04784,47.5
A04785,1338.0
A04786,510.0
A04787,6830.0
A04788,3492.0
A04789,115.0
A04790,1330.0
A04791,3000.0
A04792,748.0
A04793,16090.0
A04794,83.0
A04795,210.0
A04796,102.0
A04797,1425.0
A04798,330.0
A04799,2113.0
A04800,5154.0
A04801,350.0
A04802,1454.0
A04803,585.0
A04804,1953.0
A04805,2700.0
A04806,126.0
A04807,2170.0
A04808,4096.0
A04809,168.0
A04810,1560.0
A04811,560.0
A04812,149.0
A04813,6848.0
A04814,6680.0
A04815,50.0
A04816,510.0
A04817,398.0
A04818,945.0
A04819,850.0
A04820,240.0
A04821,375.0
A04822,729.0
A04823,300.0
A04824,143.0
A04825,1667.0
A04826,1098.0
A04827,524.0
A04828,300.0
A04829,1554.0
A04830,1358.0
A04831,15230.0
A04832,2295.0
A04833,6492.0
A04834,44.0
A04835,22248.0
A04836,1456.0
A04837,1241.0
A04838,243.0
A04839,1805.0
A04840,180.0
A04841,1600.0
A04842,700.0
A04843,693.0
A04844,540.0
A04845,2167.0
A04846,1076.0
A04847,4000.0
A04848,1236.0
A04849,285.0
A04850,415.0
A04851,132.0
A04852,1918.0
A04853,2199.0
A04854,222.0
A04855,199.0
A04856,215.0
A04857,152.0
A04858,1800.0
A04859,2840.0
A04860,1000.0
A04861,239.0
A04862,436.0
A04863,21360.0
A04864,1088.0
A04865,2712.0
A04866,765.0
A04867,862.0
A04868,668.5
A04869,148.0
A04870,303.0
A04871,1043.0
A04872,150.0
A04873,3187.0
A04874,2999.0
A04875,472.0
A04876,885.0
A04877,400.0
A04878,6837.0
A04879,2923.0
A04880,1125.0
A04881,297.0
A04882,107.0
A04883,175.0
A04884,537.0
A04885,249.0
A04886,470.0
A04887,11005.0
A04888,2880.0
A04889,373.0
A04890,814.0
A04891,1407.0
A04892,9718.05
A04893,5224.0
A04894,329.0
A04895,235.0
A04896,3457.5
A04897,68760.0
A04898,560.0
A04899,199.0
A04900,2542.0
A04901,18231.2
A04902,796.0
A04903,249770.16
A04904,65884.22999999998
A04905,1060.0
A04906,303750.0
A04907,1045.0
A04908,97.0
A04909,296500.0
A04910,8389.279999999999
A04911,317790.0
A04912,45000.0
A04913,13735.92
A04914,2887400.0
A04915,16996.63
A04916,254936.59999999998
A04917,5312.0
A04918,1229142.4300000002
A04919,57117.79
A04920,3447856.85
A04921,1160604.81
A04922,75335.0
A04923,37167.0
A04924,905362.8
A04925,421468.0
A04926,1667718.81
A04927,920.0
A04928,2727128.0999999996
A04929,1780.0
A04930,1249129.3
A04931,406836.93
A04932,240000.0
A04933,399.0
A04934,151405.2
A04935,633720.0
A04936,59843.0
A04937,2012.0
A04938,197659.9
A04939,3240.0
A04940,400.0
A04941,2825.0
A04942,16920.0
A04943,46000.0
A04944,778.0
A04945,5000.0
A04946,110.0
A04947,25742.38
A04948,159070.96
A04949,183416.67999999996
A04950,250000.0
A04951,1240338.2
A04952,738.4
A04953,4224.0
A04954,34870.0
